id,canonicalName,category,synonyms,volumeFactor,requiresTwoPerson,isFragile,requiresDisassembly,basePriceHint
cleaning-supplies,Cleaning Supplies Box,general,"household cleaners, cleaning products",0.3,false,false,false,8
tools-toolbox,Toolbox,general,"tool box, hand tools",0.4,false,false,false,12
ladder,Stepladder,general,"steps, household ladder",0.6,false,false,false,18
fire-extinguisher,Fire Extinguisher,general,"safety equipment",0.2,false,false,false,8
smoke-alarm,Smoke Detector,general,"fire alarm, smoke alarm",0.1,false,true,false,5
sewing-machine,Sewing Machine,general," Singer, embroidery machine",0.5,false,false,false,18
vacuum-cylinder,Cylinder Vacuum,general," Henry vacuum, hetty",0.5,false,false,false,16
iron,Iron,general,"clothes iron",0.1,false,false,false,4
clothes-airer,Clothes Airer,general,"drying rack, clothes horse",0.4,false,false,false,10
bag-laundry,Laundry Bag,general,"washing bag, linen bag",0.2,false,false,false,5
bucket-mop,Bucket and Mop,general,"cleaning bucket",0.3,false,false,false,6
recycling-bin,Recycling Bin,general,"wheelie bin, recycling box",0.4,false,false,false,8
rug-cleaner,Rug Cleaner (machine),general,"carpet cleaner, vax",1.0,true,false,false,30
tool-chest-large,Large Tool Chest,general,"mechanics toolbox, roll cab",1.2,true,false,false,40
workbench,Garage Workbench,general," workshop bench",1.6,true,false,true,50
generator-portable,Portable Generator,general,"petrol generator",1.0,true,false,false,35
sack-truck,Sack Truck,general,"hand truck, dolly",0.5,false,false,false,15
pet-crate-large,Large Pet Crate,general,"dog crate, animal carrier",0.6,false,false,false,16
pet-bed-large,Large Pet Bed,general,"dog bed, cat tree",0.5,false,false,false,12
bird-cage-large,Large Bird Cage,general,"aviary, parrot cage",0.8,true,true,true,25
fish-tank-stand,Fish Tank Stand,general,"aquarium cabinet",0.7,false,false,false,20
christmas-tree-artificial,Artificial Christmas Tree,general,"xmas tree, tree",0.8,true,false,true,22
decorations-box,Christmas Decorations Box,general,"xmas decs, ornaments box",0.3,false,true,false,8
suit-garment-bag,Suit in Garment Bag,general,"wedding suit, dress bag",0.2,false,false,false,6
airer-clothes-cover,Clothes Airer Cover,general,"drying cover, indoor dryer",0.3,false,false,false,10
bin-food-waste,Food Waste Bin,general,"kitchen caddy, compost bin",0.1,false,false,false,5
bin-recycling,Recycling Bin,general,"recycling box, sorting bin",0.3,false,false,false,8
bin-wheelie,Wheelie Bin,general,"wheeled bin, trash bin",0.8,false,false,false,20
broom,Broom,general,"sweeping brush, yard broom",0.2,false,false,false,6
brush-dustpan,Dustpan and Brush,general,"sweeper set, hand brush",0.1,false,false,false,4
caddy-cleaning,Cleaning Caddy,general,"cleaner organizer, bucket",0.2,false,false,false,6
caddy-shower-general,Shower Caddy (General),general,"bath organizer, basket",0.1,false,false,false,5
caddy-utility,Utility Caddy,general,"tool tote, organizer",0.2,false,false,false,6
cart-shopping,Shopping Cart,general,"granny trolley, grocery cart",0.5,false,false,false,15
clock-wall,Wall Clock,general,"analog clock, round clock",0.1,false,true,false,5
caddy-garden-tool,Garden Tool Caddy,general,"tool organizer, holder",0.2,false,false,false,6
dryer-clothes-indoor,Indoor Clothes Dryer,general,"drying rack, airer",0.4,false,false,false,12
duster-extendable,Extendable Duster,general,"long duster, feather duster",0.1,false,false,false,4
fan-floor,Floor Fan,general,"standing fan, oscillating fan",0.3,false,false,false,12
fan-tower,Tower Fan,general,"column fan, bladeless fan",0.3,false,false,false,14
filter-furnace,Furnace Filter,general,"air filter, hvac filter",0.1,false,false,false,4
filter-water-fridge,Fridge Water Filter,general,"refrigerator filter, water filter",0.1,false,false,false,5
fireplace-screen,Fireplace Screen,general,"hearth guard, spark guard",0.4,false,false,false,15
flag-pole,Flag Pole,general,"flagpole, banner pole",0.6,true,false,false,20
hanger-garment,Garment Hanger,general,"clothes hanger, coat hanger",0.1,false,false,false,2
heater-oil-filled,Oil Filled Heater,general,"radiator heater, electric heater",0.5,false,false,false,18
heater-portable,Portable Heater,general,"space heater, electric fire",0.3,false,false,false,14
heater-towel,Towel Heater,general,"heated rail, warmer",0.3,false,false,false,16
hook-coat,Coat Hook,general,"wall hook, coat rack",0.1,false,false,false,3
hook-over-door,Over Door Hook,general,"door hanger, rack",0.1,false,false,false,4
humidifier-tabletop,Tabletop Humidifier,general,"moisturizer, air humidifier",0.2,false,false,false,10
jack-car,Car Jack,general,"vehicle jack, trolley jack",0.4,false,false,false,15
key-holder,Key Holder,general,"key rack, organizer",0.1,false,false,false,4
ladder-extension,Extension Ladder,general,"telescopic ladder, tall ladder",1.2,true,false,false,35
ladder-step-aluminium,Aluminium Step Ladder,general,"metal steps, platform ladder",0.7,false,false,false,22
ladder-step-fibreglass,Fibreglass Step Ladder,general,"fiberglass ladder, insulated",0.8,false,false,false,25
ladder-step-wooden,Wooden Step Ladder,general,"wood steps, traditional ladder",0.8,false,false,false,20
ladder-telescopic,Telescopic Ladder,general,"collapsible ladder, compact",0.6,false,false,false,25
lamp-heat,Heat Lamp,general,"infrared lamp, warming light",0.2,false,false,false,12
mat-welcome,Welcome Mat,general,"doormat, entrance mat",0.1,false,false,false,4
mirror-inspection,Inspection Mirror,general,"mechanic mirror, dental mirror",0.1,false,true,false,3
mirror-pocket,Pocket Mirror,general,"hand mirror, compact mirror",0.1,false,true,false,3
organizer-jewelry,Jewelry Organizer,general,"jewelry box, tree",0.1,false,false,false,6
organizer-shoe,Shoe Organizer,general,"shoe rack, hanging organizer",0.2,false,false,false,8
organizer-under-sink,Under Sink Organizer,general,"cabinet organizer, pull out",0.2,false,false,false,10
paddle-ceiling-fan,Ceiling Fan Paddle,general,"fan blade, replacement",0.1,false,false,false,4
pan-dust,Dust Pan,general,"sweeping pan, hand dustpan",0.1,false,false,false,3
rack-drying,Drying Rack,general,"clothes dryer, airer",0.4,false,false,false,12
rack-magazine-general,Magazine Rack (General),general,"newspaper holder, display",0.2,false,false,false,6
rack-pot,Pot Rack,general,"hanging rack, ceiling rack",0.4,false,false,false,15
rack-shoe,Shoe Rack,general,"shoe shelf, organizer",0.3,false,false,false,10
rack-spice,Spice Rack,general,"spice shelf, organizer",0.1,false,false,false,5
rack-tie,Tie Rack,general,"necktie organizer, hanger",0.1,false,false,false,4
rack-umbrella,Umbrella Rack,general,"umbrella stand, holder",0.2,false,false,false,8
scale-kitchen,Kitchen Scale,general,"food scale, digital scale",0.1,false,false,false,5
scale-postal,Postal Scale,general,"shipping scale, parcel scale",0.1,false,false,false,8
scoop-litter,Litter Scoop,general,"cat litter scoop, shovel",0.1,false,false,false,3
screen-room-divider,Room Divider Screen,general,"partition screen, folding screen",0.8,true,false,false,30
shield-splash,Splash Shield,general,"splash guard, protector",0.1,false,false,false,4
sign-security,Security Sign,general,"warning sign, alarm sign",0.1,false,false,false,4
sink-utility,Utility Sink,general,"laundry sink, slop sink",0.8,true,false,false,35
stool-metal-step,Metal Step Stool,general,"kitchen step, platform",0.3,false,false,false,10
stool-wood-step,Wood Step Stool,general,"step up stool, kitchen helper",0.3,false,false,false,10
storage-bag-vacuum,Vacuum Storage Bag,general,"space bag, compression bag",0.1,false,false,false,4
storage-bin-plastic,Plastic Storage Bin,general,"container, tote box",0.3,false,false,false,8
storage-container-deck,Deck Storage Container,general,"patio box, outdoor chest",0.9,false,false,false,25
storage-organizer-closet,Closet Organizer,general,"shelf system, wardrobe organizer",0.6,false,false,false,20
storage-rack-shelving,Shelving Rack,general,"storage shelves, metal rack",1.0,true,false,false,35
strap-tie-down,Tie Down Strap,general,"ratchet strap, cargo strap",0.1,false,false,false,4
tarp-large,Large Tarp,general,"tarpaulin, cover sheet",0.3,false,false,false,10
thermometer-outdoor,Outdoor Thermometer,general,"temperature gauge, weather",0.1,false,false,false,4
timer-mechanical,Mechanical Timer,general,"outlet timer, light timer",0.1,false,false,false,4
timer-outdoor,Outdoor Timer,general,"sprinkler timer, garden timer",0.1,false,false,false,5
tool-garden-tote,Garden Tool Tote,general,"gardening bag, tool carrier",0.2,false,false,false,8
tool-organizer-pegboard,Pegboard Tool Organizer,general,"tool board, organizer",0.3,false,false,false,12
tool-set-basic,Basic Tool Set,general,"home tool kit, DIY tools",0.4,false,false,false,15
tote-storage-plastic,Plastic Storage Tote,general,"storage box, container",0.3,false,false,false,8
trap-insect,Insect Trap,general,"fly trap, moth catcher",0.1,false,false,false,4
tray-drip,Drip Tray,general,"plant saucer, water catcher",0.1,false,false,false,3
tray-utility,Utility Tray,general,"serving tray, organizer tray",0.1,false,false,false,5
vacuum-wet-dry,Wet Dry Vacuum,general,"shop vac, utility vacuum",1.0,true,false,false,40
valve-water-shut-off,Water Shut Off Valve,general,"stop valve, emergency valve",0.1,false,false,false,5
vase-large,Large Vase,general,"floor vase, decoration",0.4,false,true,false,15
vent-dryer,Dryer Vent,general,"dryer duct, exhaust vent",0.1,false,false,false,4
wardrobe-portable,Portable Wardrobe,general,"garment rack, temporary closet",0.7,false,false,false,22
washer-dryer-pedestal,Washer Dryer Pedestal,general,"appliance riser, storage drawer",0.4,false,false,false,18
waterer-plant,Plant Waterer,general,"watering globe, self-watering",0.1,false,false,false,4
wheel-caster,Caster Wheel,general,"furniture wheel, swivel wheel",0.1,false,false,false,2
wind-chime,Wind Chime,general,"garden chime, outdoor decor",0.1,false,true,false,6
wreath-door,Door Wreath,general,"christmas wreath, decoration",0.1,false,false,false,5
